細學類,細學類名稱,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
09111,牙醫細學類,口腔衛生學科,D 日,5 五專,670,111,559,26,137,33,127,25,122,13,90,12,79,-,-,-,-,2,4
09111,牙醫細學類,口腔衛生學科,N 修,2 二專,89,22,67,7,25,12,24,3,18,-,-,-,-,-,-,-,-,-,-
09111,牙醫細學類,口腔醫學研究所,D 日,M 碩士,23,7,16,1,5,3,8,2,2,1,1,-,-,-,-,-,-,-,-
09111,牙醫細學類,牙醫學系,D 日,D 博士,81,47,34,10,6,10,7,8,9,10,5,3,3,4,1,2,3,-,-
09111,牙醫細學類,牙醫學系,D 日,M 碩士,94,47,47,19,17,16,20,11,8,1,2,-,-,-,-,-,-,-,-
09111,牙醫細學類,牙醫學系,D 日,B 學士,"2,474","1,435","1,039",255,166,245,180,226,199,234,158,230,172,236,160,-,-,9,4
09111,牙醫細學類,牙醫學系,N 職,M 碩士,7,4,3,2,3,1,-,-,-,1,-,-,-,-,-,-,-,-,-
09111,牙醫細學類,牙醫學系口腔醫學產業碩士班,D 日,M 碩士,9,5,4,2,2,2,2,-,-,1,-,-,-,-,-,-,-,-,-
09111,牙醫細學類,牙體技術科,D 日,5 五專,"1,067",381,686,72,147,80,146,82,135,61,111,68,129,-,-,-,-,18,18
09111,牙醫細學類,牙體技術科,N 修,2 二專,201,131,70,55,42,71,27,-,-,-,-,-,-,-,-,-,-,5,1
09111,牙醫細學類,牙體技術暨材料系,D 日,B 學士,410,193,217,47,42,48,55,44,52,45,63,-,-,-,-,-,-,9,5
09111,牙醫細學類,牙體技術暨材料系,D 日,C 學士,73,20,53,-,-,-,-,12,31,7,19,-,-,-,-,-,-,1,3
09111,牙醫細學類,牙體技術暨材料系碩士班,D 日,M 碩士,8,6,2,3,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-
09111,牙醫細學類,牙體技術學系,D 日,M 碩士,15,9,6,3,4,5,1,1,1,-,-,-,-,-,-,-,-,-,-
09111,牙醫細學類,牙體技術學系,D 日,B 學士,160,48,112,7,30,11,24,14,24,8,29,-,-,-,-,-,-,8,5
09111,牙醫細學類,臨床牙醫學研究所,D 日,D 博士,27,15,12,1,4,4,-,2,1,-,2,4,2,2,1,2,2,-,-
09111,牙醫細學類,臨床牙醫學研究所,D 日,M 碩士,63,39,24,15,9,13,5,11,7,-,3,-,-,-,-,-,-,-,-
09111,牙醫細學類,臨床牙醫學研究所,N 職,M 碩士,12,8,4,3,2,3,2,2,-,-,-,-,-,-,-,-,-,-,-
09111,牙醫細學類,顱顏口腔醫學研究所,D 日,M 碩士,43,17,26,4,9,1,5,4,5,4,2,2,4,2,1,-,-,-,-
09121,醫學細學類,中西醫結合研究所,D 日,D 博士,17,14,3,3,1,3,-,3,1,-,-,3,1,1,-,1,-,-,-
09121,醫學細學類,中西醫結合研究所,D 日,M 碩士,6,3,3,1,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,中醫學系,D 日,D 博士,38,23,15,5,4,3,3,3,2,4,4,2,-,3,1,3,1,-,-
09121,醫學細學類,中醫學系,D 日,M 碩士,11,7,4,5,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,中醫學系,D 日,B 學士,853,425,428,70,59,52,76,55,62,63,56,64,48,56,67,62,60,3,-
09121,醫學細學類,分子醫學研究所,D 日,D 博士,23,10,13,3,2,-,2,2,2,1,3,1,1,1,3,2,-,-,-
09121,醫學細學類,分子醫學研究所,D 日,M 碩士,69,26,43,14,22,7,17,5,2,-,2,-,-,-,-,-,-,-,-
09121,醫學細學類,分子醫學研究所,N 職,M 碩士,26,6,20,2,10,1,7,2,3,1,-,-,-,-,-,-,-,-,-
09121,醫學細學類,分子醫學博士學位學程,D 日,D 博士,94,53,41,7,14,14,6,7,4,8,5,5,5,5,3,7,4,-,-
09121,醫學細學類,生物醫學研究所,D 日,D 博士,113,77,36,23,11,16,11,16,6,12,3,7,4,3,1,-,-,-,-
09121,醫學細學類,生物醫學研究所,D 日,M 碩士,55,23,32,12,19,10,10,1,3,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,生物醫學海量資料分析碩士學位學程,D 日,M 碩士,5,4,1,1,-,2,1,-,-,1,-,-,-,-,-,-,-,-,-
09121,醫學細學類,生物醫學暨藥學研究所,D 日,M 碩士,13,6,7,1,4,1,3,4,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,生物醫學碩士學位學程,D 日,M 碩士,11,6,5,3,4,2,1,1,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,生理學研究所,D 日,D 博士,39,19,20,2,3,3,6,2,4,4,1,4,3,1,1,3,2,-,-
09121,醫學細學類,生理學研究所,D 日,M 碩士,116,32,84,13,34,11,36,6,13,2,1,-,-,-,-,-,-,-,-
09121,醫學細學類,生醫科技產業博士學位學程,D 日,D 博士,4,1,3,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-
09121,醫學細學類,老化醫學博士學位學程,D 日,D 博士,16,12,4,4,1,3,-,1,1,1,1,-,-,3,1,-,-,-,-
09121,醫學細學類,免疫學研究所,D 日,D 博士,15,9,6,1,1,1,2,-,-,-,3,-,-,3,-,4,-,-,-
09121,醫學細學類,免疫學研究所,D 日,M 碩士,27,14,13,8,5,6,8,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,法醫學研究所,D 日,M 碩士,22,10,12,1,3,3,2,2,3,4,4,-,-,-,-,-,-,-,-
09121,醫學細學類,急重症醫學研究所,D 日,D 博士,20,10,10,4,2,4,2,2,2,-,4,-,-,-,-,-,-,-,-
09121,醫學細學類,急重症醫學研究所,D 日,M 碩士,31,7,24,2,4,-,9,3,7,2,4,-,-,-,-,-,-,-,-
09121,醫學細學類,病理學研究所,D 日,D 博士,12,7,5,-,3,1,-,1,1,-,1,1,-,1,-,3,-,-,-
09121,醫學細學類,病理學研究所,D 日,M 碩士,15,3,12,2,5,1,6,-,-,-,1,-,-,-,-,-,-,-,-
09121,醫學細學類,神經再生醫學博士學位學程,D 日,D 博士,14,7,7,1,2,1,3,1,1,1,1,1,-,2,-,-,-,-,-
09121,醫學細學類,神經科學研究所,D 日,D 博士,29,11,18,1,4,3,4,2,3,3,1,2,-,-,4,-,2,-,-
09121,醫學細學類,神經科學研究所,D 日,M 碩士,37,12,25,6,12,6,7,-,5,-,1,-,-,-,-,-,-,-,-
09121,醫學細學類,國際生物醫學碩士學位學程,D 日,M 碩士,8,3,5,2,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,國際轉譯科學博士學位學程,D 日,D 博士,4,1,3,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,國際醫學研究博士學位學程,D 日,D 博士,61,39,22,11,10,10,6,12,3,2,2,3,-,1,1,-,-,-,-
09121,醫學細學類,國際醫學研究碩士學位學程,D 日,M 碩士,8,4,4,1,2,3,2,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,基因體暨蛋白體醫學研究所,D 日,D 博士,12,8,4,1,1,-,1,2,-,1,-,2,1,2,-,-,1,-,-
09121,醫學細學類,基因體暨蛋白體醫學研究所,D 日,M 碩士,16,4,12,2,5,1,5,1,2,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,基礎醫學研究所,D 日,D 博士,102,53,49,5,13,6,10,12,6,10,6,9,7,5,5,6,2,-,-
09121,醫學細學類,細胞生物與解剖學研究所,D 日,M 碩士,19,2,17,1,7,1,7,-,2,-,1,-,-,-,-,-,-,-,-
09121,醫學細學類,細胞治療與再生醫學國際博士學位學程,D 日,D 博士,21,10,11,1,4,6,1,2,3,1,3,-,-,-,-,-,-,-,-
09121,醫學細學類,微生物學研究所,D 日,D 博士,23,11,12,1,5,3,1,1,2,1,1,1,-,-,1,4,2,-,-
09121,醫學細學類,微生物學研究所,D 日,M 碩士,77,25,52,10,27,11,20,2,4,2,1,-,-,-,-,-,-,-,-
09121,醫學細學類,腫瘤醫學研究所,D 日,D 博士,18,14,4,3,-,-,1,1,1,2,1,3,1,2,-,3,-,-,-
09121,醫學細學類,腦科學研究所,D 日,D 博士,67,47,20,11,1,6,4,10,3,4,3,6,5,8,4,2,-,-,-
09121,醫學細學類,腦科學研究所,D 日,M 碩士,44,20,24,10,12,10,11,-,1,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,腦與心智科學研究所,D 日,M 碩士,38,9,29,2,11,4,12,3,6,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,解剖學及細胞生物學研究所,D 日,M 碩士,33,17,16,6,8,7,7,3,1,1,-,-,-,-,-,-,-,-,-
09121,醫學細學類,解剖學暨細胞生物學研究所,D 日,D 博士,20,11,9,2,1,3,3,1,2,3,-,-,2,2,1,-,-,-,-
09121,醫學細學類,解剖學暨細胞生物學研究所,D 日,M 碩士,23,3,20,1,10,2,9,-,1,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,精準醫療博士學位學程,D 日,D 博士,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,熱帶醫學碩士學位學程,D 日,M 碩士,11,2,9,-,4,2,5,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,學士後中醫學系,D 日,M 碩士,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,學士後中醫學系,D 日,B 學士,980,490,490,103,92,92,103,96,104,103,91,96,100,-,-,-,-,-,-
09121,醫學細學類,學士後醫學系,D 日,B 學士,250,147,103,36,27,34,27,44,19,33,30,-,-,-,-,-,-,-,-
09121,醫學細學類,學士後醫學系五年制,D 日,B 學士,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
09121,醫學細學類,學士後醫學系外國學生專班,D 日,B 學士,87,32,55,11,11,6,8,4,13,10,23,-,-,-,-,-,-,1,-
09121,醫學細學類,癌症生物與藥物研發博士學位學程,D 日,D 博士,9,4,5,-,1,-,2,-,1,1,-,1,-,-,-,2,1,-,-
09121,醫學細學類,癌症生物與藥物研發碩士學位學程,D 日,M 碩士,3,1,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,臨床醫學研究所,D 日,D 博士,632,420,212,55,37,49,36,55,28,62,26,60,26,46,14,93,45,-,-
09121,醫學細學類,臨床醫學研究所,D 日,M 碩士,162,67,95,26,41,24,36,13,11,3,6,-,1,1,-,-,-,-,-
09121,醫學細學類,臨床醫學研究所,N 職,M 碩士,120,64,56,26,26,24,26,10,3,3,1,1,-,-,-,-,-,-,-
09121,醫學細學類,臨床醫學研究所應用實證醫學碩士在職專班,N 職,M 碩士,18,4,14,3,4,1,7,-,2,-,1,-,-,-,-,-,-,-,-
09121,醫學細學類,轉譯醫學博士學位學程,D 日,D 博士,59,39,20,9,3,5,4,6,4,9,5,5,-,1,2,4,2,-,-
09121,醫學細學類,醫學系,D 日,B 學士,"7,325","4,706","2,619",825,382,741,498,787,438,795,412,753,433,759,445,-,-,46,11
09121,醫學細學類,醫學系(公費生),D 日,B 學士,67,35,32,8,13,12,9,15,10,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,醫學系七年制,D 日,B 學士,69,53,16,1,-,8,2,7,3,9,1,9,2,7,2,6,4,6,2
09121,醫學細學類,醫學系生物醫學碩士班,D 日,M 碩士,26,14,12,8,8,4,4,2,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,醫學系藥理暨毒理學碩士班,D 日,M 碩士,10,3,7,-,5,1,2,2,-,-,-,-,-,-,-,-,-,-,-
09121,醫學細學類,醫學研究所,D 日,D 博士,178,100,78,23,13,19,15,23,15,9,8,7,7,10,9,9,11,-,-
09121,醫學細學類,醫學研究所,D 日,M 碩士,175,85,90,41,35,37,45,4,8,3,2,-,-,-,-,-,-,-,-
09121,醫學細學類,醫學研究所,N 職,M 碩士,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
09121,醫學細學類,醫學科學系,D 日,B 學士,128,56,72,13,15,17,16,12,22,11,16,-,-,-,-,-,-,3,3
09121,醫學細學類,醫學科學研究所,D 日,D 博士,92,43,49,6,11,8,8,8,10,6,4,3,2,6,6,6,8,-,-
09121,醫學細學類,醫學教育暨生醫倫理研究所,D 日,M 碩士,12,5,7,1,4,1,2,1,-,2,1,-,-,-,-,-,-,-,-
09121,醫學細學類,藥理學研究所,D 日,D 博士,51,35,16,6,2,6,1,7,6,4,2,8,1,3,1,1,3,-,-
09121,醫學細學類,藥理學研究所,D 日,M 碩士,77,23,54,7,31,11,21,4,1,1,1,-,-,-,-,-,-,-,-
09121,醫學細學類,顯微手術國際碩士學位學程,D 日,M 碩士,24,20,4,10,-,3,2,5,1,2,1,-,-,-,-,-,-,-,-
09131,護理及助產細學類,助產與婦嬰健康照護系,D 日,C 學士,39,-,39,-,-,-,-,-,20,-,19,-,-,-,-,-,-,-,-
09131,護理及助產細學類,呼吸照護系,D 日,C 學士,97,14,83,-,-,-,-,8,43,6,40,-,-,-,-,-,-,-,-
09131,護理及助產細學類,社區健康照護研究所,D 日,M 碩士,51,8,43,3,13,2,12,1,9,2,5,-,4,-,-,-,-,-,-
09131,護理及助產細學類,長期照護研究所,D 日,M 碩士,23,8,15,1,2,4,5,-,5,3,3,-,-,-,-,-,-,-,-
09131,護理及助產細學類,長期照護研究所長期照護跨領域碩士在職專班,N 職,M 碩士,28,6,22,2,13,4,9,-,-,-,-,-,-,-,-,-,-,-,-
09131,護理及助產細學類,長期照護與管理系,D 日,B 學士,61,22,39,5,12,5,3,5,5,6,18,-,-,-,-,-,-,1,1
09131,護理及助產細學類,長期照護與管理系,N 修,B 學士,13,2,11,-,-,-,-,-,1,2,10,-,-,-,-,-,-,-,-
09131,護理及助產細學類,長期照護與管理系,N 修,C 學士,76,20,56,-,-,-,-,11,34,8,22,-,-,-,-,-,-,1,-
09131,護理及助產細學類,高齡暨健康照護管理系,D 日,C 學士,97,18,79,-,-,-,-,11,39,7,40,-,-,-,-,-,-,-,-
09131,護理及助產細學類,高齡暨健康照護管理系,N 修,C 學士,75,9,66,-,-,-,-,2,34,7,31,-,-,-,-,-,-,-,1
09131,護理及助產細學類,高齡暨健康照護管理系碩士班,D 日,M 碩士,39,1,38,-,14,1,12,-,12,-,-,-,-,-,-,-,-,-,-
09131,護理及助產細學類,健康照護管理學系,D 日,M 碩士,2,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-
09131,護理及助產細學類,健康照護管理學系,D 日,B 學士,3,1,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1
09131,護理及助產細學類,健康照護管理學系,P 進,B 學士,3,-,3,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-
09131,護理及助產細學類,學士後護理系,D 日,B 學士,242,50,192,17,66,16,65,8,34,-,-,-,-,-,-,-,-,9,27
09131,護理及助產細學類,學士後護理學系,D 日,B 學士,405,78,327,23,125,31,107,24,83,-,-,-,-,-,-,-,-,-,12
09131,護理及助產細學類,臨床護理研究所,D 日,D 博士,14,2,12,1,4,1,4,-,3,-,1,-,-,-,-,-,-,-,-
09131,護理及助產細學類,臨床護理研究所,D 日,M 碩士,64,4,60,2,18,1,17,-,17,1,5,-,2,-,1,-,-,-,-
09131,護理及助產細學類,護理助產及婦女健康系,D 日,C 學士,48,-,48,-,-,-,-,-,24,-,22,-,-,-,-,-,-,-,2
09131,護理及助產細學類,護理助產及婦女健康系,N 修,C 學士,23,-,23,-,-,-,-,-,14,-,9,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理助產及婦女健康系護理助產碩士班,D 日,M 碩士,30,1,29,-,6,-,8,-,13,1,2,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理助產研究所_外國學生專班,D 日,M 碩士,7,1,6,1,4,-,2,-,-,-,-,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理助產科,D 日,5 五專,144,4,140,-,21,1,28,1,27,2,41,-,23,-,-,-,-,-,-
09131,護理及助產細學類,護理系,D 日,B 學士,"9,246","1,764","7,482",445,"1,829",460,"1,775",369,"1,841",412,"1,846",-,-,-,-,-,-,78,191
09131,護理及助產細學類,護理系,D 日,C 學士,"4,853",358,"4,495",-,-,-,-,176,"2,251",173,"2,226",-,-,-,-,-,-,9,18
09131,護理及助產細學類,護理系,N 修,B 學士,"1,316",261,"1,055",70,269,53,237,57,216,51,224,20,66,-,-,-,-,10,43
09131,護理及助產細學類,護理系,N 修,C 學士,"4,381",328,"4,053",-,-,-,-,157,"1,884",125,"1,585",18,450,-,-,-,-,28,134
09131,護理及助產細學類,護理系_外國學生專班,D 日,M 碩士,9,-,9,-,5,-,3,-,1,-,-,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理系_健康照護境外碩士在職專班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
09131,護理及助產細學類,護理系_國際護理博士外國學生專班,D 日,D 博士,20,8,12,1,4,2,3,1,2,1,3,3,-,-,-,-,-,-,-
09131,護理及助產細學類,護理系_越南境外碩士在職護理專班,N 職,M 碩士,17,2,15,-,-,-,-,-,-,2,15,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理系_境外專班,N 職,M 碩士,103,20,83,3,16,7,9,9,57,1,1,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理系中西醫結合護理碩士班,D 日,M 碩士,43,-,43,-,12,-,12,-,10,-,9,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理系健康照護碩士在職專班,N 職,M 碩士,54,2,52,1,21,-,19,1,11,-,1,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理系健康照護碩士班,D 日,M 碩士,20,1,19,1,8,-,2,-,7,-,2,-,-,-,-,-,-,-,-
09131,護理及助產細學類,護理系博士班,D 日,D 博士,70,2,68,1,13,1,15,-,12,-,11,-,9,-,3,-,5,-,-
09131,護理及助產細學類,護理系碩士在職專班,N 職,M 碩士,490,22,468,9,150,5,119,4,107,2,65,1,21,-,6,1,-,-,-
09131,護理及助產細學類,護理系碩士班,D 日,M 碩士,303,13,290,9,79,2,80,2,72,-,51,-,8,-,-,-,-,-,-
09131,護理及助產細學類,護理科,D 日,5 五專,"29,948","3,143","26,805",644,"5,185",683,"5,363",627,"5,185",557,"5,144",514,"5,188",-,-,-,-,118,740
09131,護理及助產細學類,護理科,N 修,2 二專,27,-,27,-,14,-,11,-,-,-,-,-,-,-,-,-,-,-,2
09131,護理及助產細學類,護理學系,D 日,D 博士,258,29,229,8,47,11,36,4,40,4,37,1,26,1,20,-,23,-,-
09131,護理及助產細學類,護理學系,D 日,M 碩士,776,48,728,16,238,20,203,7,152,4,107,1,23,-,5,-,-,-,-
09131,護理及助產細學類,護理學系,D 日,B 學士,"5,190","1,031","4,159",294,"1,070",251,975,213,982,222,"1,035",-,-,-,-,-,-,51,97
09131,護理及助產細學類,護理學系,N 職,M 碩士,182,10,172,5,69,-,36,2,35,2,29,1,3,-,-,-,-,-,-
09131,護理及助產細學類,護理學系,N 修,C 學士,326,12,314,-,-,-,-,2,151,9,135,-,-,-,-,-,-,1,28
09131,護理及助產細學類,護理學系長期照護碩士在職專班,N 職,M 碩士,66,5,61,2,24,2,15,-,10,1,2,-,10,-,-,-,-,-,-
09131,護理及助產細學類,護理學系原住民專班,D 日,B 學士,113,19,94,2,19,5,17,5,23,3,17,-,-,-,-,-,-,4,18
09131,護理及助產細學類,護理學系國際博士班,D 日,D 博士,68,13,55,4,8,3,13,1,13,2,12,2,5,-,1,1,3,-,-
09141,醫學技術及檢驗細學類,生物醫學暨工程科技產業博士學位學程,D 日,D 博士,6,5,1,2,1,1,-,-,-,1,-,1,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,生物醫學影像暨放射科學系,D 日,D 博士,42,29,13,5,2,5,5,6,-,3,2,4,2,6,1,-,1,-,-
09141,醫學技術及檢驗細學類,生物醫學影像暨放射科學系,D 日,M 碩士,45,18,27,9,15,8,11,1,1,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,生物醫學影像暨放射科學系,D 日,B 學士,130,56,74,18,16,12,18,14,21,12,17,-,-,-,-,-,-,-,2
09141,醫學技術及檢驗細學類,生物醫學影像暨放射科學學系,D 日,M 碩士,12,6,6,4,5,2,1,-,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,生物醫學影像暨放射科學學系,D 日,B 學士,225,74,151,20,37,17,38,20,38,17,36,-,-,-,-,-,-,-,2
09141,醫學技術及檢驗細學類,放射醫學科學研究所,D 日,M 碩士,18,11,7,6,3,4,4,-,-,1,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,智慧醫療管理英語碩士學位學程,D 日,M 碩士,2,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,視光系,D 日,B 學士,724,316,408,70,100,81,84,66,110,78,101,-,-,-,-,-,-,21,13
09141,醫學技術及檢驗細學類,視光系,N 修,C 學士,401,157,244,-,-,-,-,65,124,67,92,13,19,-,-,-,-,12,9
09141,醫學技術及檢驗細學類,視光系_國際學生產學合作專班,D 日,B 學士,26,12,14,-,-,-,-,12,14,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,視光系碩士班,D 日,M 碩士,23,14,9,5,6,9,3,-,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,視光科,D 日,5 五專,817,253,564,46,124,57,128,55,111,52,111,37,84,-,-,-,-,6,6
09141,醫學技術及檢驗細學類,視光科,N 修,2 二專,86,43,43,22,22,21,19,-,-,-,-,-,-,-,-,-,-,-,2
09141,醫學技術及檢驗細學類,視光學系,D 日,M 碩士,33,19,14,10,8,7,5,1,1,1,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,視光學系,D 日,B 學士,796,269,527,70,137,62,121,61,121,63,134,-,-,-,-,-,-,13,14
09141,醫學技術及檢驗細學類,視光學系,N 修,C 學士,122,39,83,-,-,-,-,12,28,13,25,11,29,-,-,-,-,3,1
09141,醫學技術及檢驗細學類,視光學科,D 日,5 五專,"1,811",462,"1,349",105,293,95,271,80,263,78,239,74,215,-,-,-,-,30,68
09141,醫學技術及檢驗細學類,視光學科,N 修,2 二專,309,155,154,106,89,44,61,-,-,-,-,-,-,-,-,-,-,5,4
09141,醫學技術及檢驗細學類,視覺科學碩士在職學位學程,N 職,M 碩士,3,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,精準醫學研究所,D 日,M 碩士,16,9,7,5,4,4,3,-,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫事檢驗科,D 日,5 五專,506,107,399,25,72,24,74,18,73,21,86,13,74,-,-,-,-,6,20
09141,醫學技術及檢驗細學類,醫學生物技術暨檢驗學系,D 日,D 博士,6,5,1,1,-,1,-,-,-,3,-,-,-,-,-,-,1,-,-
09141,醫學技術及檢驗細學類,醫學生物技術暨檢驗學系,D 日,M 碩士,76,23,53,13,28,8,21,2,3,-,1,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學生物技術暨檢驗學系,D 日,B 學士,384,124,260,30,66,34,53,25,66,31,64,-,-,-,-,-,-,4,11
09141,醫學技術及檢驗細學類,醫學生物科技博士學位學程,D 日,D 博士,31,20,11,4,2,6,1,4,1,3,5,2,1,1,1,-,-,-,-
09141,醫學技術及檢驗細學類,醫學科技學院醫學檢驗暨生物技術學系澳門境外碩士在職專班,N 職,M 碩士,2,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學院人工智慧醫療碩士在職專班,N 職,M 碩士,35,19,16,10,9,8,7,1,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射技術系,D 日,B 學士,349,194,155,39,34,32,30,53,41,43,37,-,-,-,-,-,-,27,13
09141,醫學技術及檢驗細學類,醫學影像暨放射技術系碩士在職專班,N 職,M 碩士,10,3,7,2,2,1,1,-,4,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射技術系碩士班,D 日,M 碩士,22,15,7,7,3,7,2,1,1,-,1,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射技術科,D 日,5 五專,577,174,403,33,92,32,89,35,72,33,78,32,61,-,-,-,-,9,11
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系,D 日,D 博士,10,7,3,2,-,1,-,1,-,2,1,1,-,-,-,-,2,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系,D 日,M 碩士,46,20,26,8,14,10,9,1,1,1,2,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系,D 日,B 學士,"1,500",743,757,180,181,182,183,149,183,169,173,-,-,-,-,-,-,63,37
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系,D 日,C 學士,94,30,64,-,-,-,-,15,28,15,35,-,-,-,-,-,-,-,1
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系,N 職,M 碩士,22,10,12,4,4,4,6,1,-,-,1,1,1,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系,N 修,C 學士,48,21,27,-,-,-,-,12,17,6,7,-,-,-,-,-,-,3,3
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系博士班,D 日,D 博士,9,6,3,2,1,1,-,1,1,-,1,-,-,-,-,2,-,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系碩士在職專班,N 職,M 碩士,14,9,5,5,3,2,1,-,1,1,-,1,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學影像暨放射科學系碩士班,D 日,M 碩士,8,2,6,2,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學檢驗生物技術系,D 日,B 學士,991,379,612,55,117,105,142,92,158,88,156,-,-,-,-,-,-,39,39
09141,醫學技術及檢驗細學類,醫學檢驗生物技術系,D 日,C 學士,397,75,322,-,-,-,-,30,159,43,157,-,-,-,-,-,-,2,6
09141,醫學技術及檢驗細學類,醫學檢驗生物技術系碩士班,D 日,M 碩士,51,19,32,8,13,6,15,5,4,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學檢驗生物技術科,D 日,5 五專,"1,002",207,795,36,151,50,180,39,155,40,145,33,146,-,-,-,-,9,18
09141,醫學技術及檢驗細學類,醫學檢驗生物技術學系,D 日,D 博士,9,3,6,-,1,-,2,1,2,1,1,-,-,-,-,1,-,-,-
09141,醫學技術及檢驗細學類,醫學檢驗生物技術學系,D 日,M 碩士,69,23,46,10,28,10,16,2,2,1,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學檢驗生物技術學系,D 日,B 學士,667,220,447,55,109,52,113,47,104,59,113,-,-,-,-,-,-,7,8
09141,醫學技術及檢驗細學類,醫學檢驗生物技術學系醫學生物技術碩士班,D 日,M 碩士,17,2,15,1,9,1,6,-,-,-,-,-,-,-,-,-,-,-,-
09141,醫學技術及檢驗細學類,醫學檢驗技術學系,D 日,B 學士,269,65,204,25,44,11,64,16,44,9,46,-,-,-,-,-,-,4,6
09141,醫學技術及檢驗細學類,醫學檢驗暨生物技術學系,D 日,D 博士,18,7,11,1,4,1,1,1,2,1,1,1,2,1,-,1,1,-,-
